#separator:tab			
[sound:s-0001_同日に会議があります。.mp3]	<b>同日</b> <br> 同日に会議があります。<br> どうじつにかいぎがあります <br>There is a meeting on the same day.
[sound:s-0050_今年は良い年になりますように。.mp3]	<b>年</b> <br> 今年は良い年になりますように。<br> ことしはよいとしになりますように <br>I hope this year will be a good one.
[sound:s-0051_昨年は忙しい年でした。.mp3]	<b>昨年</b> <br> 昨年は忙しい年でした。<br> さくねんはいそがしいとしでした <br>Last year was a busy year.
[sound:s-0052_前年の売上高を超えた。.mp3]	<b>前年</b> <br> 前年の売上高を超えた。<br> ぜんねんのうりあげだいをこえた <br>We exceeded the sales of the previous year.
[sound:s-0053_年間を通じて支援を行う。.mp3]	<b>年間</b> <br> 年間を通じて支援を行う。<br> ねんかんをつうじてしえんをおこなう <br>Provide support throughout the year.
[sound:s-0054_来年の計画を立てる。.mp3]	<b>来年</b> <br> 来年の計画を立てる。<br> らいねんのけいかくをたてる <br>Make plans for next year.
[sound:s-0055_今年は特に忙しいです。.mp3]	<b>今年</b> <br> 今年は特に忙しいです。<br> ことしはとくにいそがしいです <br>This year is particularly busy.
[sound:s-0056_結婚周年を祝う。.mp3]	<b>周年</b> <br> 結婚周年を祝う。<br> けっこんしゅうねんをいわう <br>Celebrate wedding anniversary.
[sound:s-0057_少年たちは公園で遊んでいる。.mp3]	<b>少年</b> <br> 少年たちは公園で遊んでいる。<br> しょうねんたちはこうえんであそんでいる <br>The boys are playing in the park.
[sound:s-0058_年金支給が増えました。.mp3]	<b>年金</b> <br> 年金支給が増えました。<br> ねんきんしきゅうがふえました <br>Pension payments have increased.
[sound:s-0059_今年生まれた子は元気です。.mp3]	<b>年生</b> <br> 今年生まれた子は元気です。<br> ことしうまれたこはげんきです <br>The child born this year is healthy.
[sound:s-0060_大きな変化が起こりました。.mp3]	<b>大きな</b> <br> 大きな変化が起こりました。<br> おおきなへんかがおこりました <br>A big change has occurred.
[sound:s-0061_問題は拡大しています。.mp3]	<b>拡大</b> <br> 問題は拡大しています。<br> もんだいはかくだいしています <br>The problem is escalating.
[sound:s-0062_最大の努力をしてください。.mp3]	<b>最大</b> <br> 最大の努力をしてください。<br> さいだいのどりょくをしてください <br>Please make the greatest effort.
[sound:s-0063_彼らは大いに喜んでいます。.mp3]	<b>大いに</b> <br> 彼らは大いに喜んでいます。<br> かれらはおおいによろこんでいます <br>They are greatly pleased.
[sound:s-0064_町の祭りは大会でした。.mp3]	<b>大会</b> <br> 町の祭りは大会でした。<br> まちのまつりはたいかいでした <br>The town festival was a big event.
[sound:s-0065_彼は有名な大学に通っています。.mp3]	<b>大学</b> <br> 彼は有名な大学に通っています。<br> かれはゆうめいなだいがくにかよっています <br>He attends a famous university.
[sound:s-0066_あの企業は大手です。.mp3]	<b>大手</b> <br> あの企業は大手です。<br> あのきぎょうはおおてです <br>That company is a major player.
[sound:s-0067_大蔵省が経済政策を決定した。.mp3]	<b>大蔵省</b> <br> 大蔵省が経済政策を決定した。<br> おおくらしょうがけいざいせいさくをけっていした <br>The Ministry of Finance decided on economic policy.
[sound:s-0068_彼は新しい大統領です。.mp3]	<b>大統領</b> <br> 彼は新しい大統領です。<br> かれはあたらしいだいとうりょうです <br>He is the new president.
[sound:s-0069_プランは大幅に変更されました。.mp3]	<b>大幅</b> <br> プランは大幅に変更されました。<br> プランはおおはばにへんこうされました <br>The plan was changed significantly.
[sound:s-0070_十本の鉛筆を買いました。.mp3]	<b>十</b> <br> 十本の鉛筆を買いました。<br> じゅっぽんのえんぴつをかいました <br>I bought ten pencils.
[sound:s-0071_十一時に家に帰ります。.mp3]	<b>十一</b> <br> 十一時に家に帰ります。<br> じゅういちじにいえにかえります <br>I will go home at eleven o'clock.
[sound:s-0072_十一月は寒くなります。.mp3]	<b>十一月</b> <br> 十一月は寒くなります。<br> じゅういちがつはさむくなります <br>November becomes cold.
[sound:s-0073_彼の誕生日は十九日です。.mp3]	<b>十九</b> <br> 彼の誕生日は十九日です。<br> かれのたんじょうびはじゅうくにちです <br>His birthday is on the nineteenth.
[sound:s-0074_十月にはハロウィンがあります。.mp3]	<b>十月</b> <br> 十月にはハロウィンがあります。<br> じゅうがつにはハロウィンがあります <br>There is Halloween in October.
[sound:s-0075_十五歳の誕生日を祝いました。.mp3]	<b>十五</b> <br> 十五歳の誕生日を祝いました。<br> じゅうごさいのたんじょうびをいわいました <br>We celebrated the fifteenth birthday.
[sound:s-0076_十三日に.mp3]	(<b>十三</b>) 十三日に	 <br>
[sound:s-0077_じゅうさんにちにしゅっぱつします。.mp3]	出発します。じゅうさんにちにしゅっぱつします。We will depart on the thirteenth.	
[sound:s-0078_十二月にクリスマスがあります。.mp3]	<b>十二</b> <br> 十二月にクリスマスがあります。<br> じゅうにがつにクリスマスがあります <br>There is Christmas in December.
[sound:s-0079_十二月は忙しい月です。.mp3]	<b>十二月</b> <br> 十二月は忙しい月です。<br> じゅうにがつはいそがしいつきです <br>December is a busy month.
[sound:s-0080_彼女は十八歳になりました。.mp3]	<b>十八</b> <br> 彼女は十八歳になりました。<br> かのじょはじゅうはっさいになりました <br>She turned eighteen.
[sound:s-0081_私は二人兄弟がいます。.mp3]	<b>二</b> <br> 私は二人兄弟がいます。<br> わたしはふたりきょうだいがいます <br>I have two siblings.
[sound:s-0082_机の上に本が二つあります。.mp3]	<b>二つ</b> <br> 机の上に本が二つあります。<br> つくえのうえにほんがふたつあります <br>There are two books on the desk.
[sound:s-0083_十二人の仲間と旅行に行きました。.mp3]	<b>十二</b> <br> 十二人の仲間と旅行に行きました。<br> じゅうににんのなかまとりょこうにいきました <br>I went on a trip with twelve friends.
[sound:s-0084_十二月はクリスマスの月です。.mp3]	<b>十二月</b> <br> 十二月はクリスマスの月です。<br> じゅうにがつはクリスマスのつきです <br>December is the month of Christmas.
[sound:s-0085_二月は寒いです。.mp3]	<b>二月</b> <br> 二月は寒いです。<br> にがつはさむいです <br>February is cold.
[sound:s-0086_二人で映画を見に行きました。.mp3]	<b>二人</b> <br> 二人で映画を見に行きました。<br> ふたりでえいがをみにいきました <br>We went to see a movie with two people.
[sound:s-0087_彼は二百ドルを持っています。.mp3]	<b>二百</b> <br> 彼は二百ドルを持っています。<br> かれはにひゃくドルをもっています <br>He has two hundred dollars.
[sound:s-0088_二死満塁の場面でホームランを打った。.mp3]	<b>二死</b> <br> 二死満塁の場面でホームランを打った。<br> にしまんるいのばめんでホームランをうった <br>He hit a home run with two outs and the bases loaded.
[sound:s-0089_彼は二塁手としてプレーしています。.mp3]	<b>二塁</b> <br> 彼は二塁手としてプレーしています。<br> かれはにるいしゅとしてプレーしています <br>He plays as a second baseman.
[sound:s-0090_彼は二塁打を打ちました。.mp3]	<b>二塁打</b> <br> 彼は二塁打を打ちました。<br> かれはにるいだをうちました <br>He hit a double.
[sound:s-0091_基本的なルールを守りましょう。.mp3]	<b>基本</b> <br> 基本的なルールを守りましょう。<br> きほんてきなルールをまもりましょう <br>Let's follow the basic rules.
[sound:s-0092_日本人は礼儀正しいです。.mp3]	<b>日本人</b> <br> 日本人は礼儀正しいです。<br> にほんじんはれいぎただしいです <br>Japanese people are polite.
[sound:s-0093_会社の本社は東京にあります。.mp3]	<b>本社</b> <br> 会社の本社は東京にあります。<br> かいしゃのほんしゃはとうきょうにあります <br>The company's headquarters are in Tokyo.
[sound:s-0094_国連の本部はニューヨークにあります。.mp3]	<b>本部</b> <br> 国連の本部はニューヨークにあります。<br> こくれんのほんぶはニューヨークにあります <br>The headquarters of the United Nations are in New York.
[sound:s-0095_彼女は本の中身を確認しました。.mp3]	<b>本の</b> <br> 彼女は本の中身を確認しました。<br> かのじょはほんのなかみをかくにんしました <br>She checked the contents of the book.
[sound:s-0096_日本語を勉強しています。.mp3]	<b>日本語</b> <br> 日本語を勉強しています。<br> にほんごをべんきょうしています <br>I am studying Japanese.
[sound:s-0097_本会議は明日開催されます。.mp3]	<b>本会議</b> <br> 本会議は明日開催されます。<br> ほんかいぎはあしたかいさいされます <br>The plenary session will be held tomorrow.
[sound:s-0098_彼は本人の了承を得ました。.mp3]	<b>本人</b> <br> 彼は本人の了承を得ました。<br> かれはほんにんのりょうしょうをえました <br>He obtained the consent of the person concerned.
[sound:s-0099_本当のことを言ってください。.mp3]	<b>本当</b> <br> 本当のことを言ってください。<br> ほんとうのことをいってください <br>Please tell the truth.
[sound:s-0100_彼は昨日本塁打を打ちました。.mp3]	<b>本塁打</b> <br> 彼は昨日本塁打を打ちました。<br> かれはきのうほんるいだをうちました <br>He hit a home run yesterday.
[sound:s-0101_彼は中央の座席に座っています。.mp3]	<b>中央</b> <br> 彼は中央の座席に座っています。<br> かれはちゅうおうのざせきにすわっています <br>He is sitting in the central seat.
[sound:s-0102_中国には長い歴史があります。.mp3]	<b>中国</b> <br> 中国には長い歴史があります。<br> ちゅうごくにはながいれきしがあります <br>China has a long history.
[sound:s-0103_彼は町の中心に住んでいます。.mp3]	<b>中心</b> <br> 彼は町の中心に住んでいます。<br> かれはまちのちゅうしんにすんでいます <br>He lives in the center of the town.
[sound:s-0104_彼は料理の中でもピザが好きです。.mp3]	<b>中でも</b> <br> 彼は料理の中でもピザが好きです。<br> かれはりょうりのなかでもピザがすきです <br>He likes pizza among all kinds of food.
[sound:s-0105_今週は試験の中間テストがあります。.mp3]	<b>中間</b> <br> 今週は試験の中間テストがあります。<br> こんしゅうはしけんのちゅうかんテストがあります <br>There is a midterm test this week.
[sound:s-0106_中東地域の政治情勢が不安定です。.mp3]	<b>中東</b> <br> 中東地域の政治情勢が不安定です。<br> ちゅうとうちいきのせいじじょうせいがふあんていです <br>The political situation in the Middle East is unstable.
[sound:s-0107_途中で雨が降り始めました。.mp3]	<b>途中</b> <br> 途中で雨が降り始めました。<br> とちゅうであめがふりはじめました <br>It started raining on the way.
[sound:s-0108_仕事に集中してください。.mp3]	<b>集中</b> <br> 仕事に集中してください。<br> しごとにしゅうちゅうしてください <br>Please focus on your work.
[sound:s-0109_彼は中学校の教師です。.mp3]	<b>中学</b> <br> 彼は中学校の教師です。<br> かれはちゅうがっこうのきょうしです <br>He is a middle school teacher.
[sound:s-0110_中学生の時、彼は野球をしていました。.mp3]	<b>中学生</b> <br> 中学生の時、彼は野球をしていました。<br> ちゅうがくせいのとき、かれはやきゅうをしていました <br>He played baseball when he was in middle school.
[sound:s-0111_彼は背がとても長いです。.mp3]	<b>長</b> <br> 彼は背がとても長いです。<br> かれはせがとてもながいです <br>He is very tall.
[sound:s-0112_彼は委員長として会議を進行しました。.mp3]	<b>委員長</b> <br> 彼は委員長として会議を進行しました。<br> かれはいいんちょうとしてかいぎをしんこうしました <br>He chaired the meeting as the committee chairman.
[sound:s-0113_彼女はクラブの会長です。.mp3]	<b>会長</b> <br> 彼女はクラブの会長です。<br> かのじょはクラブのかいちょうです <br>She is the president of the club.
[sound:s-0114_彼は議長として会議を取り仕切った。.mp3]	<b>議長</b> <br> 彼は議長として会議を取り仕切った。<br> かれはぎちょうとしてかいぎをとりしきった <br>He presided over the meeting as the chairman.
[sound:s-0115_私の父は会社の社長です。.mp3]	<b>社長</b> <br> 私の父は会社の社長です。<br> わたしのちちはかいしゃのしゃちょうです <br>My father is the president of the company.
[sound:s-0116_彼女は素晴らしい成長を遂げました。.mp3]	<b>成長</b> <br> 彼女は素晴らしい成長を遂げました。<br> かのじょはすばらしいせいちょうをとげました <br>She has achieved remarkable growth.
[sound:s-0117_彼は国防長官として任命されました。.mp3]	<b>長官</b> <br> 彼は国防長官として任命されました。<br> かれはこくぼうちょうかんとしてにんめいされました <br>He was appointed as the Secretary of Defense.
[sound:s-0118_彼は家族の長男です。.mp3]	<b>長男</b> <br> 彼は家族の長男です。<br> かれはかぞくのちょうなんです <br>He is the eldest son of the family.
[sound:s-0119_彼は部長として仕事をしています。.mp3]	<b>部長</b> <br> 彼は部長として仕事をしています。<br> かれはぶちょうとしてしごとをしています <br>He is working as a department manager.
[sound:s-0120_試合は延長戦に突入しました。.mp3]	<b>延長</b> <br> 試合は延長戦に突入しました。<br> しあいはえんちょうせんにとつにゅうしました <br>The game went into overtime.
[sound:s-0121_彼はレポートを提出しました。.mp3]	<b>出す</b> <br> 彼はレポートを提出しました。<br> かれはレポートをていしゅつしました <br>He submitted the report.
[sound:s-0122_彼は京都出身です。.mp3]	<b>出身</b> <br> 彼は京都出身です。<br> かれはきょうとしゅっしんです <br>He is from Kyoto.
[sound:s-0123_この国は自動車を輸出しています。.mp3]	<b>輸出</b> <br> この国は自動車を輸出しています。<br> このくにはじどうしゃをゆしゅつしています <br>This country exports automobiles.
[sound:s-0124_彼は大会で優勝するために出場します。.mp3]	<b>出場</b> <br> 彼は大会で優勝するために出場します。<br> かれはたいかいでゆうしょうするためにしゅつじょうします <br>He participates in the tournament to win.
[sound:s-0125_企業は海外市場に進出しました。.mp3]	<b>進出</b> <br> 企業は海外市場に進出しました。<br> きぎょうはかいがいしじょうにしんしゅつしました <br>The company expanded into the overseas market.
[sound:s-0126_今日は出かける予定です。.mp3]	<b>出</b> <br> 今日は出かける予定です。<br> きょうはでかけるよていです <br>I plan to go out today.
[sound:s-0127_この舞台の演出が素晴らしいです。.mp3]	<b>演出</b> <br> この舞台の演出が素晴らしいです。<br> このぶたいのえんしゅつがすばらしいです <br>The direction of this stage is wonderful.
[sound:s-0128_彼女はその映画に出演しました。.mp3]	<b>出演</b> <br> 彼女はその映画に出演しました。<br> かのじょはそのえいがにしゅつえんしました <br>She appeared in the movie.
[sound:s-0129_会議に出席する予定です。.mp3]	<b>出席</b> <br> 会議に出席する予定です。<br> かいぎにしゅっせきするよていです <br>I plan to attend the meeting.
[sound:s-0130_彼は次の選挙に出馬します。.mp3]	<b>出馬</b> <br> 彼は次の選挙に出馬します。<br> かれはつぎのせんきょにしゅっばします <br>He will run for the next election.
[sound:s-0131_彼女は三人兄弟の一番上です。.mp3]	<b>三</b> <br> 彼女は三人兄弟の一番上です。<br> かのじょはさんにんきょうだいのいちばんうえです <br>She is the oldest of three siblings.
[sound:s-0132_このカフェは三つの異なるメニューを提供しています。.mp3]	<b>三つ</b> <br> このカフェは三つの異なるメニューを提供しています。<br> このカフェはみっつのことなるメニューをていきょうしています <br>This cafe offers three different menus.
[sound:s-0133_三月は春の始まりです。.mp3]	<b>三月</b> <br> 三月は春の始まりです。<br> さんがつははるのはじまりです <br>March is the beginning of spring.
[sound:s-0134_彼らは三人で旅行に行きました。.mp3]	<b>三人</b> <br> 彼らは三人で旅行に行きました。<br> かれらはさんにんでりょこうにいきました <br>They went on a trip with three people.
[sound:s-0135_十三歳の誕生日を祝いました。.mp3]	<b>十三</b> <br> 十三歳の誕生日を祝いました。<br> じゅうさんさいのたんじょうびをいわいました <br>We celebrated the thirteenth birthday.
[sound:s-0136_彼は三十歳になります。.mp3]	<b>三十</b> <br> 彼は三十歳になります。<br> かれはさんじゅっさいになります <br>He will be thirty years old.
[sound:s-0137_その地域には三千人以上の住民がいます。.mp3]	<b>三千</b> <br> その地域には三千人以上の住民がいます。<br> そのちいきにはさんぜんにんいじょうのじゅうみんがいます <br>There are over three thousand residents in that area.
[sound:s-0138_彼は三百メートルを走りました。.mp3]	<b>三百</b> <br> 彼は三百メートルを走りました。<br> かれはさんびゃくメートルをはしりました <br>He ran three hundred meters.
[sound:s-0139_次の月の三十日に会いましょう。.mp3]	<b>三十日</b> <br> 次の月の三十日に会いましょう。<br> つぎのつきのさんじゅうにちにあいましょう <br>Let's meet on the thirtieth of next month.
[sound:s-0140_彼は三塁に到達しました。.mp3]	<b>三塁</b> <br> 彼は三塁に到達しました。<br> かれはさんるいにとうたつしました <br>He reached third base.
[sound:s-0141_彼らは同時に同じ問題を解決しました。.mp3]	<b>同時</b> <br> 彼らは同時に同じ問題を解決しました。<br> かれらはどうじにおなじもんだいをかいけつしました <br>They solved the same problem at the same time.
[sound:s-0142_同社の製品は高品質です。.mp3]	<b>同社</b> <br> 同社の製品は高品質です。<br> どうしゃのせいひんはこうひんしつです <br>The products of the same company are of high quality.
[sound:s-0143_二つのイベントは同日に開催されます。.mp3]	<b>同日</b> <br> 二つのイベントは同日に開催されます。<br> ふたつのイベントはどうじつにかいさいされます <br>The two events will be held on the same day.
[sound:s-0144_彼らはプロジェクトの共同開発を行いました。.mp3]	<b>共同</b> <br> 彼らはプロジェクトの共同開発を行いました。<br> かれらはプロジェクトのきょうどうかいはつをおこないました <br>They collaborated on the joint development of the project.
[sound:s-0145_彼らは同市に住んでいます。.mp3]	<b>同市</b> <br> 彼らは同市に住んでいます。<br> かれらはどうしにすんでいます <br>They live in the same city.
[sound:s-0146_彼らは共同体で協力しています。.mp3]	<b>共同体</b> <br> 彼らは共同体で協力しています。<br> かれらはきょうどうたいできょうりょくしています <br>They are cooperating within the community.
[sound:s-0147_私たちは同県の出身です。.mp3]	<b>同県</b> <br> 私たちは同県の出身です。<br> わたしたちはどうけんのしゅっしんです <br>We are from the same prefecture.
[sound:s-0148_彼らは同国の市民です。.mp3]	<b>同国</b> <br> 彼らは同国の市民です。<br> かれらはどうこくのしみんです <br>They are citizens of the same country.
[sound:s-0149_彼らは同省の職員です。.mp3]	<b>同省</b> <br> 彼らは同省の職員です。<br> かれらはどうしょうのしょくいんです <br>They are employees of the same ministry.
[sound:s-0150_彼は二度と同じ過ちを繰り返さないだろう。.mp3]	<b>二度</b> <br> 彼は二度と同じ過ちを繰り返さないだろう。<br> かれはにどとおなじあやまちをくりかえさないだろう <br>He won't make the same mistake twice.
[sound:s-0151_外務省は外交政策を担当しています。.mp3]	<b>外務省</b> <br> 外務省は外交政策を担当しています。<br> がいむしょうはがいこうせいさくをたんとうしています <br>The Ministry of Foreign Affairs is responsible for foreign policy.
[sound:s-0152_彼はその会社で長年務めています。.mp3]	<b>務める</b> <br> 彼はその会社で長年務めています。<br> かれはそのかいしゃでながねんつとめています <br>He has been working for the company for many years.
[sound:s-0153_彼女は事務の仕事をしています。.mp3]	<b>事務</b> <br> 彼女は事務の仕事をしています。<br> かのじょはじむのしごとをしています <br>She works in administration.
[sound:s-0154_その会議の事務局は準備をしています。.mp3]	<b>事務局</b> <br> その会議の事務局は準備をしています。<br> そのかいぎのじむきょくはじゅんびをしています <br>The secretariat of the meeting is preparing.
[sound:s-0155_弁護士事務所に相談に行きました。.mp3]	<b>事務所</b> <br> 弁護士事務所に相談に行きました。<br> べんごしかいじょにそうだんにいきました <br>I went to consult at a law firm.
[sound:s-0156_彼の業務は多岐にわたっています。.mp3]	<b>業務</b> <br> 彼の業務は多岐にわたっています。<br> かれのぎょうむはたきにわたっています <br>His duties are wide-ranging.
[sound:s-0157_彼は会社の常務です。.mp3]	<b>常務</b> <br> 彼は会社の常務です。<br> かれはかいしゃのじょうむです <br>He is the managing director of the company.
[sound:s-0158_彼は専務取締役として働いています。.mp3]	<b>専務</b> <br> 彼は専務取締役として働いています。<br> かれはせんむとりしまりやくとしてはたらいています <br>He works as an executive director.
[sound:s-0159_彼は会社の総務部長です。.mp3]	<b>総務</b> <br> 彼は会社の総務部長です。<br> かれはかいしゃのそうむぶちょうです <br>He is the general affairs manager of the company.
[sound:s-0160_外務大臣は外交活動を行っています。.mp3]	<b>外務</b> <br> 外務大臣は外交活動を行っています。<br> がいむだいじんはがいこうかつどうをおこなっています <br>The Foreign Minister is conducting diplomatic activities.
[sound:s-0161_彼の強さは彼の信念から来ています。.mp3]	<b>強さ</b> <br> 彼の強さは彼の信念から来ています。<br> かれのつよさはかれのしんねんからきています <br>His strength comes from his beliefs.
